Year,Chamber,Geography,Democrat,Republican,WAR,Sortable
2022,House,PA-17,Chris Deluzio,Jeremy Shaffer,D+1.4,-1.4
2022,House,RI-01,David Cicilline,Allen Waters,D+2.2,-2.2
2022,House,RI-02,Seth Magaziner,Allan Fung,R+3.8,3.8
2022,House,SC-01,Annie Andrews,Nancy Mace,D+4.6,-4.6
2022,House,SC-02,Judd Larkins,Joe Wilson,D+2.3,-2.3
2022,House,SC-05,Evangeline Hundley,Ralph Norman,R+0.6,0.6
2022,House,SC-06,Jim Clyburn,Duke Buckner,R+2.3,2.3
2022,House,SC-07,Daryl Scott,Russell Fry,R+2.2,2.2
2022,House,TN-01,Cameron Parsons,Diana Harshbarger,D+2.4,-2.4
2022,House,TN-02,Mark Harmon,Tim Burchett,D+1.8,-1.8
2022,House,TN-03,Meg Gorman,Chuck Fleischmann,D+0.3,-0.3
2022,House,TN-04,Wayne Steele,Scott DesJarlais,R+1.5,1.5
2022,House,TN-05,Heidi Campbell,Andy Ogles,D+3.3,-3.3
2022,House,TN-06,Randal Cooper,John Rose,D+4.7,-4.7
2022,House,TN-07,Odessa Kelly,Mark Green,D+1.4,-1.4
2022,House,TN-08,Lynnette Williams,David Kustoff,R+4.7,4.7
2022,House,TN-09,Steve Cohen,Charlotte Bergmann,D+3,-3
2022,House,TX-01,Jrmar Jefferson,Nathaniel Moran,R+2.8,2.8
2022,House,TX-02,Robin Fulford,Dan Crenshaw,D+1.9,-1.9
2022,House,TX-03,Sandeep Srivastava,Keith Self,R+1.1,1.1
2022,House,TX-04,Iro Omere,Pat Fallon,R+0.6,0.6
2022,House,TX-05,Tartisha Hill,Lance Gooden,D+2.3,-2.3
2022,House,TX-07,Lizzie Fletcher,Johnny Teague,D+2.2,-2.2
2022,House,TX-08,Laura Jones,Morgan Luttrell,R+2.1,2.1
2022,House,TX-09,Al Green,Jimmy Leon,D+6.2,-6.2
2022,House,TX-10,Linda Nuno,Michael McCaul,R+0.8,0.8
2022,House,TX-12,Trey Hunt,Kay Granger,R+0.2,0.2
2022,House,TX-13,Kathleen Brown,Ronny Jackson,D+5.1,-5.1
2022,House,TX-14,Mikal Williams,Randy Weber,R+2.1,2.1
2022,House,TX-15,Michelle Vallejo,Monica De La Cruz,D+1.5,-1.5
2022,House,TX-16,Veronica Escobar,Irene Armendariz-Jackson,R+3.7,3.7
2022,House,TX-17,Mary Jo Woods,Pete Sessions,R+0.1,0.1
2022,House,TX-18,Sheila Jackson Lee,Carmen Maria Montiel,D+2.1,-2.1
2022,House,TX-20,Joaquin Castro,Kyle Sinclair,D+8.9,-8.9
2022,House,TX-21,Claudia Zapata,Chip Roy,D+4.1,-4.1
2022,House,TX-22,Jamie Jordan,Troy Nehls,R+0.4,0.4
2022,House,TX-23,John Lira,Tony Gonzales,R+1.1,1.1
2022,House,TX-24,Jan Mcdowell,Beth Van Duyne,D+2.8,-2.8
2022,House,TX-27,Maclovio Perez,Michael Cloud,D+4.2,-4.2
2022,House,TX-28,Henry Cuellar,Cassy Garcia,D+11.8,-11.8
2022,House,TX-29,Sylvia Garcia,Robert Schafranek,D+10.5,-10.5
2022,House,TX-30,Jasmine Crockett,James Rodgers,D+5,-5
2022,House,TX-32,Colin Allred,Antonio Swad,D+3.5,-3.5
2022,House,TX-33,Marc Veasey,Patrick Gillespie,D+2.6,-2.6
2022,House,TX-34,Vicente Gonzalez,Mayra Flores,D+0.4,-0.4
2022,House,TX-35,Greg Casar,Dan McQueen,D+6,-6
2022,House,TX-36,Jon Haire,Brian Babin,D+2.8,-2.8
2022,House,TX-37,Lloyd Doggett,Jenny Garcia Sharon,D+6.8,-6.8
2022,House,TX-38,Duncan Klussmann,Wesley Hunt,R+0.8,0.8
2022,House,UT-01,Rick Jones,Blake Moore,R+4.3,4.3
2022,House,UT-02,Nick Mitchell,Chris Stewart,D+0.3,-0.3
2022,House,UT-03,Glenn Wright,John Curtis,R+6.8,6.8
2022,House,UT-04,Darlene McDonald,Burgess Owens,D+6.2,-6.2
2022,House,VA-01,Herb Jones,Rob Wittman,D+2.1,-2.1
2022,House,VA-02,Elaine Luria,Jen Kiggans,R+0.9,0.9
2022,House,VA-03,Bobby Scott,Terry Namkung,R+0.1,0.1
2022,House,VA-04,Donald McEachin,Leon Benjamin,R+2.4,2.4
2022,House,VA-05,Joshua Throneburg,Bob Good,R+0.1,0.1
2022,House,VA-06,Jennifer Lewis,Ben Cline,D+1,-1
2022,House,VA-07,Abigail Spanberger,Yesli Vega,D+2.4,-2.4
2022,House,VA-08,Don Beyer,Karina Lipsman,R+4.2,4.2
2022,House,VA-09,Taysha DeVaughan,Morgan Griffith,D+2.2,-2.2
2022,House,VA-10,Jennifer Wexton,Hung Cao,R+6.8,6.8
2022,House,VA-11,Gerry Connolly,James Myles,R+4.6,4.6
2022,House,VT-AL,Becca Balint,Liam Madden,D+3.2,-3.2
2022,House,WA-01,Suzan DelBene,Vincent Cavaleri,R+5.7,5.7
2022,House,WA-02,Rick Larsen,Dan Matthews,R+5.2,5.2
2022,House,WA-03,Marie Gluesenkamp Perez,Joe Kent,D+5.8,-5.8
2022,House,WA-04,Doug White,Dan Newhouse,R+14.2,14.2
2022,House,WA-05,Natasha Hill,Cathy McMorris Rodgers,R+5.4,5.4
2022,House,WA-06,Derek Kilmer,Elizabeth Kreiselmaier,D+0.1,-0.1
2022,House,WA-07,Pramila Jayapal,Cliff Moon,R+7.4,7.4
2022,House,WA-08,Kim Schrier,Matt Larkin,R+1,1
2022,House,WA-09,Adam Smith,Doug Basler,R+2.8,2.8
2022,House,WA-10,Marilyn Strickland,Keith Swank,R+5.6,5.6
2022,House,WI-01,Ann Roe,Bryan Steil,R+4.5,4.5
2022,House,WI-02,Mark Pocan,Erik Olsen,R+0.2,0.2
2022,House,WI-03,Brad Pfaff,Derrick Van Orden,D+0.5,-0.5
2022,House,WI-04,Gwen Moore,Tim Rogers,R+0.1,0.1
2022,House,WI-05,Mike Van Someren,Scott Fitzgerald,R+2.3,2.3
2022,House,WI-07,Richard Ausman,Tom Tiffany,R+0.8,0.8
2022,House,WV-01,Lacy Watson,Carol Miller,D+3.9,-3.9
2022,House,WV-02,Barry Lee Wendell,Alex Mooney,D+7.6,-7.6
2022,House,WY-AL,Lynnette Grey Bull,Harriet Hageman,D+0.6,-0.6
2022,Senate,Utah,Evan McMullin,Mike Lee,D+19,-19
2022,Senate,Hawaii,Brian Schatz,Bob McDermott,D+16.2,-16.2
2022,Senate,Oklahoma Special,Kendra Horn,Markwayne Mullin,D+8.3,-8.3
2022,Senate,Kentucky,Charles Booker,Rand Paul,D+7.7,-7.7
2022,Senate,Arizona,Mark Kelly,Blake Masters,D+6.5,-6.5
2022,Senate,Vermont,Peter Welch,Gerald Malloy,D+6.5,-6.5
2022,Senate,Georgia,Raphael Warnock,Herschel Walker,D+6.2,-6.2
2022,Senate,Missouri,Trudy Busch Valentine,Eric Schmitt,D+5.5,-5.5
2022,Senate,Oklahoma,Madison Horn,James Lankford,D+5.5,-5.5
2022,Senate,Pennsylvania,John Fetterman,Mehmet Oz,D+4.8,-4.8
2022,Senate,Ohio,Tim Ryan,JD Vance,D+3.5,-3.5
2022,Senate,Nevada,Catherine Cortez Masto,Adam Laxalt,D+2.8,-2.8
2022,Senate,Iowa,Mike Franken,Chuck Grassley,D+1.8,-1.8
2022,Senate,Arkansas,Natalie James,John Boozman,D+1.6,-1.6
2022,Senate,North Carolina,Cheri Beasley,Ted Budd,D+1.3,-1.3
2022,Senate,Oregon,Ron Wyden,Jo Rae Perkins,D+1.3,-1.3
2022,Senate,Wisconsin,Mandela Barnes,Ron Johnson,D+0.5,-0.5
2022,Senate,Indiana,Thomas McDermott,Todd Young,D+0.3,-0.3
2022,Senate,Illinois,Tammy Duckworth,Kathy Salvi,D+0.2,-0.2
2022,Senate,Florida,Val Demings,Marco Rubio,R+0,0
2022,Senate,Colorado,Michael Bennet,Joe O'Dea,R+0.2,0.2
2022,Senate,New Hampshire,Maggie Hassan,Don Bolduc,R+0.7,0.7
2022,Senate,New York,Chuck Schumer,Joe Pinion,R+0.8,0.8
2022,Senate,Maryland,Chris Van Hollen,Chris Chaffee,R+1.4,1.4
2022,Senate,Connecticut,Richard Blumenthal,Leora Levy,R+1.9,1.9
2022,Senate,Alabama,Will Boyd,Katie Britt,R+2,2
2022,Senate,California,Alex Padilla,Mark Meuser,R+2.8,2.8
2022,Senate,South Carolina,Krystle Matthews,Tim Scott,R+2.9,2.9
2022,Senate,Kansas,Mark Holland,Jerry Moran,R+5.3,5.3
2022,Senate,Washington,Patty Murray,Tiffany Smiley,R+5.9,5.9
2022,Senate,South Dakota,Brian Bengs,John Thune,R+12.3,12.3
2020,House,AL-01,James Averhart,Jerry Carl,D+2.9,-2.9
2020,House,AL-02,Phyllis Harvey-Hall,Barry Moore,D+1.8,-1.8
2020,House,AL-03,Ada Winfrey,Mike Rogers,D+1.8,-1.8
2020,House,AL-04,Rick Neighbors,Robert Aderholt,D+3.7,-3.7
2020,House,AK-AL,Alyse Galvin,Don Young,D+5.7,-5.7
2020,House,AZ-01,Tom O'Halleran,Tiffany Shedd,D+1.7,-1.7
2020,House,AZ-02,Ann Kirkpatrick,Brandon Martin,R+0.2,0.2
2020,House,AZ-03,Raul Grijalva,Daniel Wood,D+0.5,-0.5
2020,House,AZ-04,Delina DiSanto,Paul Gosar,D+3.3,-3.3
2020,House,AZ-05,Joan Greene,Andy Biggs,D+3,-3
2020,House,AZ-06,Hiral Tipirneni,David Schweikert,D+3.9,-3.9
2020,House,AZ-07,Ruben Gallego,Joshua Barnett,D+2.7,-2.7
2020,House,AZ-08,Michael Muscato,Debbie Lesko,D+2.1,-2.1
2020,House,AZ-09,Greg Stanton,David Giles,R+0.2,0.2
2020,House,AR-02,Joyce Elliott,French Hill,D+1.6,-1.6
2020,House,AR-03,Celeste Williams,Steve Womack,R+1.3,1.3
2020,House,AR-04,William Hanson,Bruce Westerman,R+1.7,1.7
2020,House,CA-01,Audrey Denney,Doug LaMalfa,D+5.5,-5.5
2020,House,CA-02,Jared Huffman,Dale Mensing,R+1.2,1.2
2020,House,CA-03,John Garamendi,Tamika Hamilton,R+3.8,3.8
2020,House,CA-04,Brynne Kennedy,Tom McClintock,D+2.2,-2.2
2020,House,CA-05,Mike Thompson,Scott Giblin,D+1.9,-1.9
2020,House,CA-06,Doris Matsui,Chris Bish,D+0.5,-0.5
2020,House,CA-07,Ami Bera,Buzz Patterson,R+1.9,1.9
2020,House,CA-08,Christine Bubser,Jay Obernolte,D+2,-2
2020,House,CA-09,Jerry McNerney,Tony Amador,R+4.3,4.3
2020,House,CA-10,Josh Harder,Ted Howze,D+6.9,-6.9
2020,House,CA-11,Mark DeSaulnier,Nisha Sharma,R+6.2,6.2
2020,House,CA-13,Barbara Lee,Nikka Piterman,R+3.2,3.2
2020,House,CA-14,Jackie Speier,Ran Petel,R+1.4,1.4
2020,House,CA-15,Eric Swalwell,Alison Hayden,R+6.5,6.5
2020,House,CA-16,Jim Costa,Kevin Cookingham,R+2.1,2.1
2020,House,CA-17,Ro Khanna,Ritesh Tandon,R+7.5,7.5
2020,House,CA-19,Zoe Lofgren,Justin Aguilera,R+3.5,3.5
2020,House,CA-20,Jimmy Panetta,Jeff Gorman,D+3.2,-3.2
2020,House,CA-21,TJ Cox,David Valadao,R+11.8,11.8
2020,House,CA-22,Phil Arballo,Devin Nunes,D+3.1,-3.1
2020,House,CA-23,Kim Mangone,Kevin McCarthy,R+0.3,0.3
2020,House,CA-24,Salud Carbajal,Andy Caldwell,R+6.7,6.7
2020,House,CA-25,Christy Smith,Mike Garcia,R+5.7,5.7
2020,House,CA-26,Julia Brownley,Ronda Kennedy,R+4.9,4.9
2020,House,CA-27,Judy Chu,Johnny Nalbandian,D+1.6,-1.6
2020,House,CA-28,Adam Schiff,Eric Early,R+2.4,2.4
2020,House,CA-30,Brad Sherman,Mark Reed,R+4.4,4.4
2020,House,CA-31,Pete Aguilar,Agnes Gibboney,D+1.4,-1.4
2020,House,CA-32,Grace Napolitano,Joshua Scott,R+0.8,0.8
2020,House,CA-33,Ted Lieu,James Bradley,R+8.5,8.5
2020,House,CA-35,Norma Torres,Mark Cargile,D+3.7,-3.7
2020,House,CA-36,Raul Ruiz,Erin Cruz,D+6.8,-6.8
2020,House,CA-37,Karen Bass,Errol Webber,R+2,2
2020,House,CA-39,Gil Cisneros,Young Kim,R+10.4,10.4
2020,House,CA-40,Lucille Roybal-Allard,Antonio Delgado,R+13.3,13.3
2020,House,CA-41,Mark Takano,Aja Smith,D+2,-2
2020,House,CA-42,Liam O'Mara,Ken Calvert,R+0.3,0.3
2020,House,CA-43,Maxine Waters,Joe Collins,R+12.9,12.9
2020,House,CA-45,Katie Porter,Greg Raths,R+4.1,4.1
2020,House,CA-46,Lou Correa,James Waters,D+4,-4
2020,House,CA-47,Alan Lowenthal,John Briscoe,R+3.5,3.5
2020,House,CA-48,Harley Rouda,Michelle Steel,R+4.4,4.4
2020,House,CA-49,Mike Levin,Brian Maryott,R+5.8,5.8
2020,House,CA-50,Ammar Campa-Najjar,Darrell Issa,D+4,-4
2020,House,CA-51,Juan Vargas,Juan Hidalgo,R+3.1,3.1
2020,House,CA-52,Scott Peters,Jim DeBello,R+6.7,6.7
2020,House,CO-01,Diana DeGette,Shane Bolling,R+3.7,3.7
2020,House,CO-02,Joe Neguse,Charlie Winn,R+3.7,3.7
2020,House,CO-03,Diane Mitsch Bush,Lauren Boebert,D+2.3,-2.3
2020,House,CO-04,Ike McCorkle,Ken Buck,R+2.3,2.3
2020,House,CO-05,Jillian Freeland,Doug Lamborn,R+1.1,1.1
2020,House,CO-06,Jason Crow,Steve House,D+0,0
2020,House,CO-07,Ed Perlmutter,Casper Stockham,R+0,0
2020,House,CT-01,John Larson,Mary Fay,D+0,0
2020,House,CT-02,Joe Courtney,Justin Anderson,D+10.7,-10.7
2020,House,CT-03,Rosa DeLauro,Margaret Streicker,R+1.3,1.3
2020,House,CT-04,Jim Himes,Jonathan Riddle,R+4.3,4.3
2020,House,CT-05,Jahana Hayes,David Sullivan,D+1.4,-1.4
2020,House,DE-AL,Lisa Blunt Rochester,Lee Murphy,R+1.1,1.1
2020,House,FL-01,Phil Ehr,Matt Gaetz,D+8.3,-8.3
2020,House,FL-03,Adam Christensen,Kat Cammack,D+2,-2
2020,House,FL-04,Donna Deegan,John Rutherford,D+4.2,-4.2
2020,House,FL-05,Al Lawson,Gary Adler,D+3.3,-3.3
2020,House,FL-06,Clint Curtis,Michael Waltz,D+0.8,-0.8
2020,House,FL-07,Stephanie Murphy,Leo Valentin,D+2,-2
2020,House,FL-08,Jim Kennedy,Bill Posey,R+0,0
2020,House,FL-09,Darren Soto,Bill Olson,D+3.1,-3.1
2020,House,FL-10,Val Demings,Vennia Francois,D+1.5,-1.5
2020,House,FL-11,Dana Cottrell,Daniel Webster,D+2.3,-2.3
2020,House,FL-12,Kimberly Walker,Gus Bilirakis,R+3.8,3.8
2020,House,FL-13,Charlie Crist,Anna Paulina Luna,D+1.3,-1.3
2020,House,FL-14,Kathy Castor,Christine Quinn,D+3.2,-3.2
2020,House,FL-15,Alan Cohn,Scott Franklin,R+0.2,0.2
2020,House,FL-16,Margaret Good,Vern Buchanan,D+0.8,-0.8
2020,House,FL-17,Allen Ellison,Greg Steube,D+0.4,-0.4
2020,House,FL-18,Pam Keith,Brian Mast,R+2.9,2.9
2020,House,FL-19,Cindy Banyai,Byron Donalds,D+0.9,-0.9
2020,House,FL-20,Alcee Hastings,Greg Musselwhite,D+0.5,-0.5
2020,House,FL-21,Lois Frankel,Laura Loomer,D+2.5,-2.5
2020,House,FL-22,Ted Deutch,Jim Pruden,D+0.7,-0.7
2020,House,FL-23,Debbie Wasserman Schultz,Carla Spalding,R+3.6,3.6
2020,House,FL-24,Frederica Wilson,Lavern Spicer,D+3.1,-3.1
2020,House,FL-26,Debbie Mucarsel-Powell,Carlos Gimenez,R+2.1,2.1
2020,House,FL-27,Donna Shalala,Maria Elvira Salazar,R+8.8,8.8
2020,House,GA-01,Joyce Griggs,Buddy Carter,D+1.3,-1.3
2020,House,GA-02,Sanford Bishop,Don Cole,D+5.2,-5.2
2020,House,GA-03,Val Almonord,Drew Ferguson,D+2.2,-2.2
2020,House,GA-04,Hank Johnson,Joshie Cruz,D+2.7,-2.7
2020,House,GA-05,Nikema Williams,Angela Stanton-King,R+1.7,1.7
2020,House,GA-06,Lucy McBath,Karen Handel,D+0.5,-0.5
2020,House,GA-07,Carolyn Bourdeaux,Rich McCormick,D+1.9,-1.9
2020,House,GA-08,Lindsay Holliday,Austin Scott,D+1.9,-1.9
2020,House,GA-09,Devin Pandy,Andrew Clyde,D+1.3,-1.3
2020,House,GA-10,Tabitha Johnson-Green,Jody Hice,D+1.7,-1.7
2020,House,GA-11,Dana Barrett,Barry Loudermilk,D+1.1,-1.1
2020,House,GA-12,Liz Johnson,Rick Allen,D+1.5,-1.5
2020,House,GA-13,David Scott,Becky Hites,D+4.1,-4.1
2020,House,GA-14,Kevin Van Ausdal,Marjorie Taylor Greene,D+3.8,-3.8
2020,House,HI-01,Ed Case,Ron Curtis,D+13.9,-13.9
2020,House,HI-02,Kai Kahele,Joe Akana,D+3.9,-3.9
2020,House,ID-01,Rudy Soto,Russ Fulcher,D+1.7,-1.7
2020,House,ID-02,C. Aaron Swisher,Mike Simpson,R+4.2,4.2
2020,House,IL-01,Bobby Rush,Philanise White,R+4.3,4.3
2020,House,IL-02,Robin Kelly,Theresa Raborn,R+0.9,0.9
2020,House,IL-03,Marie Newman,Mike Fricilone,R+1.1,1.1
2020,House,IL-04,Chuy Garcia,Jesus Solorio Jr.,D+1.3,-1.3
2020,House,IL-05,Mike Quigley,Tommy Hanson,R+4.2,4.2
2020,House,IL-06,Sean Casten,Jeanne Ives,R+5,5
2020,House,IL-07,Danny Davis,Craig Cameron,R+5.7,5.7
2020,House,IL-09,Jan Schakowsky,Sargis Sangari,R+5.3,5.3
2020,House,IL-10,Brad Schneider,Valerie Mukherjee,R+5.3,5.3
2020,House,IL-11,Bill Foster,Rick Laib,R+1.1,1.1
2020,House,IL-12,Raymond Lenzi,Mike Bost,R+2.1,2.1
2020,House,IL-13,Betsy Dirksen Londrigan,Rodney Davis,R+2.2,2.2
2020,House,IL-14,Lauren Underwood,Jim Oberweis,R+0.8,0.8
2020,House,IL-15,Erika Weaver,Mary Miller,D+2.4,-2.4
2020,House,IL-16,Dan Brzozowski,Adam Kinzinger,R+9.2,9.2
2020,House,IL-17,Cheri Bustos,Esther Joy King,D+4,-4
2020,House,IL-18,George Petrilli,Darin LaHood,R+10.6,10.6
2020,House,IN-01,Frank Mrvan,Mark Leyva,D+6.8,-6.8
2020,House,IN-02,Pat Hackett,Jackie Walorski,D+1.8,-1.8
2020,House,IN-03,Chip Coldiron,Jim Banks,D+0.1,-0.1
2020,House,IN-04,Joe Mackey,Jim Baird,D+1.8,-1.8
2020,House,IN-05,Christina Hale,Victoria Spartz,D+1.6,-1.6
2020,House,IN-06,Jannine Lee Lake,Greg Pence,D+2.6,-2.6
2020,House,IN-07,Andrew Carson,Susan Marie Smith,R+3.4,3.4
2020,House,IN-08,E. Thomasina Marsili,Larry Bucshon,R+1.4,1.4
2020,House,IN-09,Andy Ruff,Trey Hollingsworth,R+0.6,0.6
2020,House,IA-01,Abby Finkenauer,Ashley Hinson,R+0.2,0.2
2020,House,IA-02,Rita Hart,Mariannette Miller-Meeks,D+4.6,-4.6
2020,House,IA-03,Cindy Axne,David Young,D+1.2,-1.2
2020,House,IA-04,J.D. Scholten,Randy Feenstra,D+4.1,-4.1
2020,House,KS-01,Kali Barnett,Tracey Mann,D+3,-3
2020,House,KS-02,Michelle De La Isla,Jake LaTurner,D+2.3,-2.3
2020,House,KS-03,Sharice Davids,Amanda Adkins,D+1,-1
2020,House,KS-04,Laura Lombard,Ron Estes,D+0.5,-0.5
2020,House,KY-01,James Rhodes,James Comer,D+2.5,-2.5
2020,House,KY-02,Hank Linderman,Brett Guthrie,R+3.2,3.2
2020,House,KY-03,John Yarmuth,Rhonda Palazzo,D+3.2,-3.2
2020,House,KY-04,Alexandra Owensby,Thomas Massie,D+3.2,-3.2
2020,House,KY-05,Matthew Best,Hal Rogers,R+1.9,1.9
2020,House,KY-06,Josh Hicks,Andy Barr,R+2.6,2.6
2020,House,LA-01,Lee Ann Dugas,Steve Scalise,R+1.5,1.5
2020,House,LA-02,Cedric Richmond,David Schilling,D+5.4,-5.4
2020,House,LA-03,Braylon Harris,Clay Higgins,D+3.6,-3.6
2020,House,LA-04,Kenny Houston,Mike Johnson,R+4.1,4.1
2020,House,LA-05,Various Dems,Luke Letlow,R+2,2
2020,House,LA-06,Dartanyon Williams,Garret Graves,R+11.5,11.5
2020,House,ME-01,Chellie Pingree,Jay Allen,D+1.1,-1.1
2020,House,ME-02,Jared Golden,Dale Crafts,D+13,-13
2020,House,MD-01,Mia Mason,Andy Harris,R+0.1,0.1
2020,House,MD-02,Dutch Ruppersberger,Johnny Ray Salling,D+3,-3
2020,House,MD-03,John Sarbanes,Charles Anthony,D+0.4,-0.4
2020,House,MD-04,Anthony Brown,George McDermott,R+1.1,1.1
2020,House,MD-05,Steny Hoyer,Chris Palombi,R+1.8,1.8
2020,House,MD-06,David Trone,Neil Parrott,R+3,3
2020,House,MD-07,Kweisi Mfume,Kimberly Klacik,R+13.1,13.1
2020,House,MD-08,Jamie Raskin,Gregory Coll,R+4.9,4.9
2020,House,MA-02,Jim McGovern,Tracy Lovvorn,D+3.7,-3.7
2020,House,MA-04,Jake Auchincloss,Julie Hall,R+8.4,8.4
2020,House,MA-05,Katherine Clark,Caroline Colarusso,R+2.9,2.9
2020,House,MA-06,Seth Moulton,John Paul Moran,D+4,-4
2020,House,MA-09,Bill Keating,Helen Brady,D+7.3,-7.3
2020,House,MI-01,Dana Ferguson,Jack Bergman,R+2.9,2.9
2020,House,MI-02,Bryan Berghoef,Bill Huizenga,R+4.4,4.4
2020,House,MI-03,Hillary Scholten,Peter Meijer,R+0.1,0.1
2020,House,MI-04,Jerry Hilliard,John Moolenaar,R+4.7,4.7
2020,House,MI-05,Dan Kildee,Tim Kelly,D+6.6,-6.6
2020,House,MI-06,Joan Hoadley,Fred Upton,R+7.7,7.7
2020,House,MI-07,Gretchen Driskell,Tim Walberg,D+1.3,-1.3
2020,House,MI-08,Elissa Slotkin,Paul Junge,D+4.4,-4.4
2020,House,MI-09,Andy Levin,Charles Langworthy,D+5.9,-5.9
2020,House,MI-10,Kimberly Bizon,Lisa McClain,D+1,-1
2020,House,MI-11,Haley Stevens,Eric Esshaki,R+0.9,0.9
2020,House,MI-12,Debbie Dingell,Jeff Jones,D+4.8,-4.8
2020,House,MI-13,Rashida Tlaib,David Dudenhoefer,R+0.5,0.5
2020,House,MI-14,Brenda Lawrence,Robert Patrick,D+1.1,-1.1
2020,House,MN-01,Dan Feehan,Jim Hagedorn,D+10.9,-10.9
2020,House,MN-02,Angie Craig,Tyler Kistner,R+3.6,3.6
2020,House,MN-03,Dean Phillips,Kendall Qualls,R+6.7,6.7
2020,House,MN-04,Betty McCollum,Gene Rechtzigel,R+1.6,1.6
2020,House,MN-05,Ilhan Omar,Lacy Johnson,R+20.3,20.3
2020,House,MN-06,Tawnja Zahradka,Tom Emmer,R+4.7,4.7
2020,House,MN-07,Collin Peterson,Michelle Fischbach,D+15.3,-15.3
2020,House,MN-08,Quinn Nystrom,Pete Stauber,R+2.2,2.2
2020,House,MS-01,Antonia Eliason,Trent Kelly,R+1.1,1.1
2020,House,MS-02,Bennie Thompson,Brian Flowers,D+2.5,-2.5
2020,House,MS-03,Dot Benford,Michael Guest,R+2.3,2.3
2020,House,MO-01,Cori Bush,Anthony Rogers,R+0.9,0.9
2020,House,MO-02,Jill Schupp,Ann Wagner,R+0.9,0.9
2020,House,MO-03,Megan Rezabek,Blaine Luetkemeyer,D+0.1,-0.1
2020,House,MO-04,Lindsey Simmons,Vicky Hartzler,R+0.1,0.1
2020,House,MO-05,Emanuel Cleaver,Ryan Derks,D+1.3,-1.3
2020,House,MO-06,Gena Ross,Sam Graves,R+2.8,2.8
2020,House,MO-07,Teresa Montseny,Billy Long,D+4.1,-4.1
2020,House,MO-08,Kathy Ellis,Jason Smith,D+3.4,-3.4
2020,House,MT-AL,Kathleen Williams,Matt Rosendale,D+6,-6
2020,House,NE-01,Kate Bolz,Jeff Fortenberry,R+2,2
2020,House,NE-02,Kara Eastman,Don Bacon,R+6.1,6.1
2020,House,NE-03,Mark Elworth,Adrian Smith,R+3.9,3.9
2020,House,NV-01,Dina Titus,Joyce Bentley,D+2.3,-2.3
2020,House,NV-02,Patricia Ackerman,Mark Amodei,R+1.7,1.7
2020,House,NV-03,Susie Lee,Dan Rodimer,D+2.7,-2.7
2020,House,NV-04,Steven Horsford,Jim Marchant,D+0.2,-0.2
2020,House,NH-01,Chris Pappas,Matt Mowers,R+0.1,0.1
2020,House,NH-02,Annie Kuster,Steve Negron,D+1.1,-1.1
2020,House,NJ-01,Donald Norcross,Claire Gustafson,R+2.6,2.6
2020,House,NJ-02,Amy Kennedy,Jeff Van Drew,D+0.4,-0.4
2020,House,NJ-03,Andy Kim,David Richter,D+8,-8
2020,House,NJ-04,Stephanie Schmid,Chris Smith,R+7,7
2020,House,NJ-05,Josh Gottheimer,Frank Pallotta,D+3.2,-3.2
2020,House,NJ-06,Frank Pallone,Christinan Onuoha,D+4.5,-4.5
2020,House,NJ-07,Tom Malinowski,Tom Kean,R+7.2,7.2
2020,House,NJ-08,Albio Sires,Jason Mushnick,D+0.3,-0.3
2020,House,NJ-09,Bill Pascrell,Billy Prempeh,D+6.2,-6.2
2020,House,NJ-10,Donald Payne,Jennifer Zinone,D+3.2,-3.2
2020,House,NJ-11,Mikie Sherrill,Rosemary Becchi,D+0.5,-0.5
2020,House,NJ-12,Bonnie Watson Coleman,Mark Razzoli,R+3.4,3.4
2020,House,NM-01,Deb Haaland,Michelle Garcia Holmes,R+6.5,6.5
2020,House,NM-02,Xochitl Torres Small,Yvette Herrell,D+4.6,-4.6
2020,House,NM-03,Teresa Leger Fernandez,Alexis Johnson,D+0.5,-0.5
2020,House,NY-01,Nancy Goroff,Lee Zeldin,R+2.4,2.4
2020,House,NY-02,Jackie Gordon,Andrew Garbarino,R+0.6,0.6
2020,House,NY-03,Tom Suozzi,George Santos,D+1.9,-1.9
2020,House,NY-04,Kathleen Rice,Douglas Tuman,D+0.3,-0.3
2020,House,NY-06,Grace Meng,Tom Zmich,D+8.2,-8.2
2020,House,NY-07,Nydia Velazquez,Brian Kelly,D+1.8,-1.8
2020,House,NY-08,Hakeem Jeffries,Garfield Wallace,D+0.4,-0.4
2020,House,NY-09,Yvette Clarke,Constantine Jean-Pierre,D+1.4,-1.4
2020,House,NY-10,Jerrold Nadler,Cathy Bernstein,R+6.9,6.9
2020,House,NY-11,Max Rose,Nicole Malliotakis,D+3.4,-3.4
2020,House,NY-12,Carolyn Maloney,Carlos Santiago-Cano,R+6.6,6.6
2020,House,NY-13,Adriano Espaillat,Lovelynn Gwinn,D+4.4,-4.4
2020,House,NY-14,Alexandria Ocasio-Cortez,John Cummings,R+5.2,5.2
2020,House,NY-15,Ritchie Torres,Patrick Delices,D+5,-5
2020,House,NY-17,Mondaire Jones,Maureen McArdle Schulman,D+4.7,-4.7
2020,House,NY-18,Sean Patrick Maloney,Chele Farley,D+8.7,-8.7
2020,House,NY-19,Antonio Delgado,Kyle Van De Water,D+10.1,-10.1
2020,House,NY-20,Paul Tonko,Elizabeth Joy,D+1.6,-1.6
2020,House,NY-21,Tedra Cobb,Elise Stefanik,R+3,3
